mu1 = 0.500000, mu2 = 0.500000,gamma1 = 0.000000, gamma2 =0.000000,multiplier m = 35.000000,c111 = 1.000000,c112 = 1.000000,c121 = 1.000000,c122 = 1.000000,c211 = 1.000000,c212 = 1.000000,c221 = 1.000000,c222 = 1.000000,rhoA = 0.100000,rhoB = 0.900000,data are below
sigma,theta11*,theta12*,theta21*,theta22*,FCa11,FCa12,FCa21,FCa22,FCb111,FCb112,FCb211,FCb212,FCb121,FCb122,FCb221,FCb222,FPa11,FPa12,FPa21,FPa22,FPb111,FPb112,FPb211,FPb212,FPb121,FPb122,FPb221,FPb222,
0.100000,1.312500,0.937500,0.937500,1.312500,0.765739,0.765739,0.765739,0.765739,12.895951,12.895951,15.735236,15.735236,15.735236,15.735236,12.895951,12.895951,0.772593,0.748561,0.748561,0.772593,12.968607,12.711717,15.812445,15.538955,15.538955,15.812445,12.711717,12.968607,
0.100000,1.312500,0.950000,0.950000,1.312500,0.767709,0.767709,0.767709,0.767709,12.916884,12.916884,15.642823,15.642823,15.642823,15.642823,12.916884,12.916884,0.774242,0.751160,0.751160,0.774242,12.986021,12.739797,15.716166,15.454519,15.454519,15.716166,12.739797,12.986021,
0.100000,1.312500,0.962500,0.962500,1.312500,0.769610,0.769610,0.769610,0.769610,12.937046,12.937046,15.551179,15.551179,15.551179,15.551179,12.937046,12.937046,0.775857,0.753721,0.753721,0.775857,13.003047,12.767378,15.621074,15.371112,15.371112,15.621074,12.767378,13.003047,
0.100000,1.312500,0.975000,0.975000,1.312500,0.771453,0.771453,0.771453,0.771453,12.956553,12.956553,15.460392,15.460392,15.460392,15.460392,12.956553,12.956553,0.777409,0.756206,0.756206,0.777409,13.019374,12.794090,15.526802,15.288308,15.288308,15.526802,12.794090,13.019374,
0.100000,1.312500,0.987500,0.987500,1.312500,0.773248,0.773248,0.773248,0.773248,12.975523,12.975523,15.370554,15.370554,15.370554,15.370554,12.975523,12.975523,0.778922,0.758654,0.758654,0.778922,13.035280,12.820335,15.433612,15.206499,15.206499,15.433612,12.820335,13.035280,
0.100000,1.312500,1.000000,1.000000,1.312500,0.775020,0.775020,0.775020,0.775020,12.994227,12.994227,15.281917,15.281917,15.281917,15.281917,12.994227,12.994227,0.780408,0.761056,0.761056,0.780408,13.050877,12.846031,15.341587,15.125563,15.125563,15.341587,12.846031,13.050877,
0.100000,1.312500,1.012500,1.012500,1.312500,0.776765,0.776765,0.776765,0.776765,13.012602,13.012602,15.194381,15.194381,15.194381,15.194381,13.012602,13.012602,0.781870,0.763435,0.763435,0.781870,13.066200,12.871418,15.250732,15.045723,15.045723,15.250732,12.871418,13.066200,
0.100000,1.312500,1.025000,1.025000,1.312500,0.778476,0.778476,0.778476,0.778476,13.030595,13.030595,15.107859,15.107859,15.107859,15.107859,13.030595,13.030595,0.783312,0.765794,0.765794,0.783312,13.081286,12.896530,15.161055,14.966982,14.966982,15.161055,12.896530,13.081286,
0.100000,1.312500,1.037500,1.037500,1.312500,0.780174,0.780174,0.780174,0.780174,13.048420,13.048420,15.022545,15.022545,15.022545,15.022545,13.048420,13.048420,0.784737,0.768127,0.768127,0.784737,13.096183,12.921323,15.072572,14.889261,14.889261,15.072572,12.921323,13.096183,
0.100000,1.312500,1.050000,1.050000,1.312500,0.781834,0.781834,0.781834,0.781834,13.065816,13.065816,14.938135,14.938135,14.938135,14.938135,13.065816,13.065816,0.786136,0.770422,0.770422,0.786136,13.110777,12.945644,14.985137,14.812372,14.812372,14.985137,12.945644,13.110777,
0.100000,1.312500,1.062500,1.062500,1.312500,0.783450,0.783450,0.783450,0.783450,13.082736,13.082736,14.854552,14.854552,14.854552,14.854552,13.082736,13.082736,0.787495,0.772675,0.772675,0.787495,13.124948,12.969479,14.898595,14.736269,14.736269,14.898595,12.969479,13.124948,
0.100000,1.312500,1.075000,1.075000,1.312500,0.785025,0.785025,0.785025,0.785025,13.099184,13.099184,14.771772,14.771772,14.771772,14.771772,13.099184,13.099184,0.788824,0.774886,0.774886,0.788824,13.138781,12.992805,14.813006,14.660904,14.660904,14.813006,12.992805,13.138781,
0.100000,1.312500,1.087500,1.087500,1.312500,0.786580,0.786580,0.786580,0.786580,13.115411,13.115411,14.690033,14.690033,14.690033,14.690033,13.115411,13.115411,0.790128,0.777071,0.777071,0.790128,13.152340,13.015818,14.728412,14.586453,14.586453,14.728412,13.015818,13.152340,
0.100000,1.312500,1.100000,1.100000,1.312500,0.788109,0.788109,0.788109,0.788109,13.131344,13.131344,14.609231,14.609231,14.609231,14.609231,13.131344,13.131344,0.791410,0.779222,0.779222,0.791410,13.165658,13.038430,14.644820,14.512799,14.512799,14.644820,13.038430,13.165658,
0.100000,1.312500,1.112500,1.112500,1.312500,0.789615,0.789615,0.789615,0.789615,13.147005,13.147005,14.529362,14.529362,14.529362,14.529362,13.147005,13.147005,0.792673,0.781351,0.781351,0.792673,13.178754,13.060759,14.562224,14.440040,14.440040,14.562224,13.060759,13.178754,
0.100000,1.312500,1.125000,1.125000,1.312500,0.791087,0.791087,0.791087,0.791087,13.162304,13.162304,14.450310,14.450310,14.450310,14.450310,13.162304,13.162304,0.793917,0.783456,0.783456,0.793917,13.191639,13.082795,14.480612,14.368140,14.368140,14.480612,13.082795,13.191639,
0.100000,1.312500,1.137500,1.137500,1.312500,0.792543,0.792543,0.792543,0.792543,13.177401,13.177401,14.372216,14.372216,14.372216,14.372216,13.177401,13.177401,0.795139,0.785536,0.785536,0.795139,13.204287,13.104526,14.399932,14.297063,14.297063,14.399932,13.104526,13.204287,
0.100000,1.312500,1.150000,1.150000,1.312500,0.793965,0.793965,0.793965,0.793965,13.192139,13.192139,14.294897,14.294897,14.294897,14.294897,13.192139,13.192139,0.796334,0.787573,0.787573,0.796334,13.216638,13.125758,14.320099,14.226587,14.226587,14.320099,13.125758,13.216638,
0.100000,1.312500,1.162500,1.162500,1.312500,0.795358,0.795358,0.795358,0.795358,13.206551,13.206551,14.218362,14.218362,14.218362,14.218362,13.206551,13.206551,0.797502,0.789575,0.789575,0.797502,13.228697,13.146595,14.241096,14.156797,14.156797,14.241096,13.146595,13.228697,
0.100000,1.312500,1.175000,1.175000,1.312500,0.796727,0.796727,0.796727,0.796727,13.220689,13.220689,14.142645,14.142645,14.142645,14.142645,13.220689,13.220689,0.798649,0.791557,0.791557,0.798649,13.240518,13.167183,14.162957,14.087821,14.087821,14.162957,13.167183,13.240518,
0.100000,1.312500,1.187500,1.187500,1.312500,0.798063,0.798063,0.798063,0.798063,13.234477,13.234477,14.067646,14.067646,14.067646,14.067646,13.234477,13.234477,0.799775,0.793508,0.793508,0.799775,13.252124,13.187400,14.085686,14.019514,14.019514,14.085686,13.187400,13.252124,
0.100000,1.312500,1.200000,1.200000,1.312500,0.799387,0.799387,0.799387,0.799387,13.248128,13.248128,13.993564,13.993564,13.993564,13.993564,13.248128,13.248128,0.800884,0.795429,0.795429,0.800884,13.263535,13.207284,14.009279,13.951895,13.951895,14.009279,13.207284,13.263535,
0.100000,1.312500,1.212500,1.212500,1.312500,0.800692,0.800692,0.800692,0.800692,13.261562,13.261562,13.920295,13.920295,13.920295,13.920295,13.261562,13.261562,0.801976,0.797327,0.797327,0.801976,13.274759,13.226893,13.933727,13.885003,13.885003,13.933727,13.226893,13.274759,
0.100000,1.312500,1.225000,1.225000,1.312500,0.801976,0.801976,0.801976,0.801976,13.274756,13.274756,13.847798,13.847798,13.847798,13.847798,13.274756,13.274756,0.803049,0.799196,0.799196,0.803049,13.285776,13.246157,13.858990,13.818749,13.818749,13.858990,13.246157,13.285776,
0.100000,1.312500,1.237500,1.237500,1.312500,0.803222,0.803222,0.803222,0.803222,13.287554,13.287554,13.775894,13.775894,13.775894,13.775894,13.287554,13.287554,0.804095,0.801026,0.801026,0.804095,13.296508,13.264995,13.784968,13.753031,13.753031,13.784968,13.264995,13.296508,
0.100000,1.312500,1.250000,1.250000,1.312500,0.804451,0.804451,0.804451,0.804451,13.300163,13.300163,13.704777,13.704777,13.704777,13.704777,13.300163,13.300163,0.805115,0.802816,0.802816,0.805115,13.306959,13.283386,13.711650,13.687812,13.687812,13.711650,13.283386,13.306959,
0.100000,1.312500,1.262500,1.262500,1.312500,0.805660,0.805660,0.805660,0.805660,13.312542,13.312542,13.634387,13.634387,13.634387,13.634387,13.312542,13.312542,0.806113,0.804562,0.804562,0.806113,13.317177,13.301294,13.639064,13.623038,13.623038,13.639064,13.301294,13.317177,
0.100000,1.312500,1.275000,1.275000,1.312500,0.806848,0.806848,0.806848,0.806848,13.324707,13.324707,13.564722,13.564722,13.564722,13.564722,13.324707,13.324707,0.807089,0.806264,0.806264,0.807089,13.327165,13.318731,13.567197,13.558707,13.558707,13.567197,13.318731,13.327165,
0.100000,1.312500,1.287500,1.287500,1.312500,0.808018,0.808018,0.808018,0.808018,13.336663,13.336663,13.495772,13.495772,13.495772,13.495772,13.336663,13.336663,0.808046,0.807943,0.807943,0.808046,13.336950,13.335890,13.496060,13.494996,13.494996,13.496060,13.335890,13.336950,
0.100000,1.312500,1.300000,1.300000,1.312500,0.809169,0.809169,0.809169,0.809169,13.348413,13.348413,13.427522,13.427522,13.427522,13.427522,13.348413,13.348413,0.809169,0.809165,0.809165,0.809169,13.348409,13.348368,13.427519,13.427477,13.427477,13.427519,13.348368,13.348409,
0.100000,1.312500,1.312500,1.312500,1.312500,0.810291,0.810291,0.810291,0.810291,13.359860,13.359860,13.359860,13.359860,13.359860,13.359860,13.359860,13.359860,0.810288,0.810290,0.810290,0.810288,13.359824,13.359849,13.359824,13.359849,13.359849,13.359824,13.359849,13.359824,
0.100000,1.312500,1.325000,1.325000,1.312500,0.811402,0.811402,0.811402,0.811402,13.371178,13.371178,13.292944,13.292944,13.292944,13.292944,13.371178,13.371178,0.811395,0.811404,0.811404,0.811395,13.371109,13.371200,13.292875,13.292966,13.292966,13.292875,13.371200,13.371109,
0.100000,1.312500,1.337500,1.337500,1.312500,0.812491,0.812491,0.812491,0.812491,13.382262,13.382262,13.226654,13.226654,13.226654,13.226654,13.382262,13.382262,0.812243,0.812652,0.812652,0.812243,13.379742,13.383904,13.224145,13.228288,13.228288,13.224145,13.383904,13.379742,
0.100000,1.312500,1.350000,1.350000,1.312500,0.813563,0.813563,0.813563,0.813563,13.393164,13.393164,13.161026,13.161026,13.161026,13.161026,13.393164,13.393164,0.813070,0.814020,0.814020,0.813070,13.388146,13.397806,13.156043,13.165638,13.165638,13.156043,13.397806,13.388146,
0.100000,1.312500,1.362500,1.362500,1.312500,0.814620,0.814620,0.814620,0.814620,13.403899,13.403899,13.096064,13.096064,13.096064,13.096064,13.403899,13.403899,0.813906,0.815447,0.815447,0.813906,13.396647,13.412290,13.088877,13.104379,13.104379,13.088877,13.412290,13.396647,
0.100000,1.312500,1.375000,1.375000,1.312500,0.815661,0.815661,0.815661,0.815661,13.414463,13.414463,13.031745,13.031745,13.031745,13.031745,13.414463,13.414463,0.814743,0.816912,0.816912,0.814743,13.405151,13.427145,13.022539,13.044285,13.044285,13.022539,13.427145,13.405151,
0.100000,1.312500,1.387500,1.387500,1.312500,0.816676,0.816676,0.816676,0.816676,13.424755,13.424755,12.967960,12.967960,12.967960,12.967960,13.424755,13.424755,0.815580,0.818383,0.818383,0.815580,13.413640,13.442036,12.956996,12.985007,12.985007,12.956996,13.442036,13.413640,
0.100000,1.312500,1.400000,1.400000,1.312500,0.817685,0.817685,0.817685,0.817685,13.434970,13.434970,12.904886,12.904886,12.904886,12.904886,13.434970,13.434970,0.816411,0.819871,0.819871,0.816411,13.422066,13.457081,12.892186,12.926648,12.926648,12.892186,13.457081,13.422066,
0.100000,1.312500,1.412500,1.412500,1.312500,0.818677,0.818677,0.818677,0.818677,13.445014,13.445014,12.842417,12.842417,12.842417,12.842417,13.445014,13.445014,0.817235,0.821354,0.821354,0.817235,13.430416,13.472053,12.828083,12.868967,12.868967,12.828083,13.472053,13.430416,
0.100000,1.312500,1.425000,1.425000,1.312500,0.819654,0.819654,0.819654,0.819654,13.454890,13.454890,12.780543,12.780543,12.780543,12.780543,13.454890,13.454890,0.818050,0.822834,0.822834,0.818050,13.438665,13.486972,12.764650,12.811974,12.811974,12.764650,13.486972,13.438665,
0.100000,1.312500,1.437500,1.437500,1.312500,0.820616,0.820616,0.820616,0.820616,13.464598,13.464598,12.719253,12.719253,12.719253,12.719253,13.464598,13.464598,0.818855,0.824306,0.824306,0.818855,13.446806,13.501793,12.701866,12.755609,12.755609,12.701866,13.501793,13.446806,
0.100000,1.312500,1.450000,1.450000,1.312500,0.821561,0.821561,0.821561,0.821561,13.474141,13.474141,12.658537,12.658537,12.658537,12.658537,13.474141,13.474141,0.819649,0.825767,0.825767,0.819649,13.454834,13.516480,12.639713,12.699825,12.699825,12.639713,13.516480,13.454834,
0.100000,1.312500,1.462500,1.462500,1.312500,0.822491,0.822491,0.822491,0.822491,13.483515,13.483515,12.598379,12.598379,12.598379,12.598379,13.483515,13.483515,0.820432,0.827213,0.827213,0.820432,13.462742,13.531001,12.578172,12.644580,12.644580,12.578172,13.531001,13.462742,
0.100000,1.312500,1.475000,1.475000,1.312500,0.823337,0.823337,0.823337,0.823337,13.492034,13.492034,12.538103,12.538103,12.538103,12.538103,13.492034,13.492034,0.821144,0.828576,0.828576,0.821144,13.469931,13.544670,12.516652,12.589196,12.589196,12.516652,13.544670,13.469931,
0.100000,1.312500,1.487500,1.487500,1.312500,0.824224,0.824224,0.824224,0.824224,13.500962,13.500962,12.478925,12.478925,12.478925,12.478925,13.500962,13.500962,0.821893,0.829976,0.829976,0.821893,13.477484,13.558685,12.456194,12.534825,12.534825,12.456194,13.558685,13.477484,
0.100000,1.312500,1.500000,1.500000,1.312500,0.825106,0.825106,0.825106,0.825106,13.509838,13.509838,12.420385,12.420385,12.420385,12.420385,13.509838,13.509838,0.822639,0.831377,0.831377,0.822639,13.485009,13.572695,12.396403,12.481116,12.481116,12.396403,13.572695,13.485009,
0.100000,1.325000,0.500000,0.500000,1.325000,0.664195,0.664195,0.664195,0.664195,11.686547,11.686547,19.968152,19.968152,19.968152,19.968152,11.686547,11.686547,0.686969,0.625274,0.625274,0.686969,11.950443,11.221289,20.256568,19.448231,19.448231,20.256568,11.221289,11.950443,
0.100000,1.325000,0.512500,0.512500,1.325000,0.668509,0.668509,0.668509,0.668509,11.736998,11.736998,19.811714,19.811714,19.811714,19.811714,11.736998,11.736998,0.690641,0.630066,0.630066,0.690641,11.992432,11.279567,20.091109,19.300681,19.300681,20.091109,11.279567,11.992432,
0.100000,1.325000,0.525000,0.525000,1.325000,0.672861,0.672861,0.672861,0.672861,11.787670,11.787670,19.660152,19.660152,19.660152,19.660152,11.787670,11.787670,0.694258,0.634800,0.634800,0.694258,12.033637,11.336873,19.929353,19.156753,19.156753,19.929353,11.336873,12.033637,
0.100000,1.325000,0.537500,0.537500,1.325000,0.676977,0.676977,0.676977,0.676977,11.835393,11.835393,19.509788,19.509788,19.509788,19.509788,11.835393,11.835393,0.697900,0.639575,0.639575,0.697900,12.074989,11.394383,19.772136,19.017584,19.017584,19.772136,11.394383,12.074989,
0.100000,1.325000,0.550000,0.550000,1.325000,0.680972,0.680972,0.680972,0.680972,11.881527,11.881527,19.361946,19.361946,19.361946,19.361946,11.881527,11.881527,0.701312,0.644109,0.644109,0.701312,12.113590,11.448745,19.616143,18.879200,18.879200,19.616143,11.448745,12.113590,
0.100000,1.325000,0.562500,0.562500,1.325000,0.684919,0.684919,0.684919,0.684919,11.926929,11.926929,19.217410,19.217410,19.217410,19.217410,11.926929,11.926929,0.704651,0.648563,0.648563,0.704651,12.151250,11.501892,19.463184,18.743622,18.743622,19.463184,11.501892,12.151250,
0.100000,1.325000,0.575000,0.575000,1.325000,0.688755,0.688755,0.688755,0.688755,11.970879,11.970879,19.075232,19.075232,19.075232,19.075232,11.970879,11.970879,0.707954,0.652987,0.652987,0.707954,12.188370,11.554443,19.313548,18.611386,18.611386,19.313548,11.554443,12.188370,
0.100000,1.325000,0.587500,0.587500,1.325000,0.692457,0.692457,0.692457,0.692457,12.013143,12.013143,18.935009,18.935009,18.935009,18.935009,12.013143,12.013143,0.711126,0.657270,0.657270,0.711126,12.223908,11.605105,19.165961,18.480884,18.480884,19.165961,11.605105,12.223908,
0.100000,1.325000,0.600000,0.600000,1.325000,0.696104,0.696104,0.696104,0.696104,12.054615,12.054615,18.797591,18.797591,18.797591,18.797591,12.054615,12.054615,0.714212,0.661465,0.661465,0.714212,12.258375,11.654513,19.020846,18.352693,18.352693,19.020846,11.654513,12.258375,
0.100000,1.325000,0.612500,0.612500,1.325000,0.699648,0.699648,0.699648,0.699648,12.094787,12.094787,18.662288,18.662288,18.662288,18.662288,12.094787,12.094787,0.717249,0.665607,0.665607,0.717249,12.292186,11.703086,18.878531,18.227147,18.227147,18.878531,11.703086,12.292186,
0.100000,1.325000,0.625000,0.625000,1.325000,0.703088,0.703088,0.703088,0.703088,12.133635,12.133635,18.528952,18.528952,18.528952,18.528952,12.133635,12.133635,0.720185,0.669639,0.669639,0.720185,12.324791,11.750184,18.738298,18.103404,18.103404,18.738298,11.750184,12.324791,
0.100000,1.325000,0.637500,0.637500,1.325000,0.706479,0.706479,0.706479,0.706479,12.171804,12.171804,18.398177,18.398177,18.398177,18.398177,12.171804,12.171804,0.723043,0.673592,0.673592,0.723043,12.356435,11.796165,18.600300,17.981744,17.981744,18.600300,11.796165,12.356435,
0.100000,1.325000,0.650000,0.650000,1.325000,0.709776,0.709776,0.709776,0.709776,12.208793,12.208793,18.269302,18.269302,18.269302,18.269302,12.208793,12.208793,0.725879,0.677517,0.677517,0.725879,12.387742,11.841650,18.465113,17.862749,17.862749,18.465113,11.841650,12.387742,
0.100000,1.325000,0.662500,0.662500,1.325000,0.712929,0.712929,0.712929,0.712929,12.244057,12.244057,18.141626,18.141626,18.141626,18.141626,12.244057,12.244057,0.728579,0.681302,0.681302,0.728579,12.417477,11.885330,18.331288,17.744849,17.744849,18.331288,11.885330,12.417477,
0.100000,1.325000,0.675000,0.675000,1.325000,0.716076,0.716076,0.716076,0.716076,12.279145,12.279145,18.016749,18.016749,18.016749,18.016749,12.279145,12.279145,0.731202,0.684999,0.684999,0.731202,12.446281,11.927850,18.199426,17.628664,17.628664,18.199426,11.927850,12.446281,
0.100000,1.325000,0.687500,0.687500,1.325000,0.719228,0.719228,0.719228,0.719228,12.314175,12.314175,17.894704,17.894704,17.894704,17.894704,12.314175,12.314175,0.733867,0.688755,0.688755,0.733867,12.475479,11.970880,18.070878,17.515956,17.515956,18.070878,11.970880,12.475479,
0.100000,1.325000,0.700000,0.700000,1.325000,0.722152,0.722152,0.722152,0.722152,12.346580,12.346580,17.772591,17.772591,17.772591,17.772591,12.346580,12.346580,0.736440,0.692388,0.692388,0.736440,12.503585,12.012349,17.943940,17.404324,17.404324,17.943940,12.012349,12.503585,
0.100000,1.325000,0.712500,0.712500,1.325000,0.725042,0.725042,0.725042,0.725042,12.378511,12.378511,17.652679,17.652679,17.652679,17.652679,12.378511,12.378511,0.738849,0.695862,0.695862,0.738849,12.529844,12.051869,17.817704,17.293257,17.293257,17.817704,12.051869,12.529844,
0.100000,1.325000,0.725000,0.725000,1.325000,0.727877,0.727877,0.727877,0.727877,12.409750,12.409750,17.534651,17.534651,17.534651,17.534651,12.409750,12.409750,0.741241,0.699311,0.699311,0.741241,12.555863,12.090968,17.693843,17.184366,17.184366,17.693843,12.090968,12.555863,
0.100000,1.325000,0.737500,0.737500,1.325000,0.730726,0.730726,0.730726,0.730726,12.441062,12.441062,17.419262,17.419262,17.419262,17.419262,12.441062,12.441062,0.743605,0.702731,0.702731,0.743605,12.581509,12.129610,17.572133,17.077529,17.077529,17.572133,12.129610,12.581509,
0.100000,1.325000,0.750000,0.750000,1.325000,0.733457,0.733457,0.733457,0.733457,12.470988,12.470988,17.304844,17.304844,17.304844,17.304844,12.470988,12.470988,0.745977,0.706150,0.706150,0.745977,12.607190,12.168105,17.452942,16.973010,16.973010,17.452942,12.168105,12.607190,
0.100000,1.325000,0.762500,0.762500,1.325000,0.736062,0.736062,0.736062,0.736062,12.499463,12.499463,17.191260,17.191260,17.191260,17.191260,12.499463,12.499463,0.748194,0.709406,0.709406,0.748194,12.631133,12.204647,17.334278,16.868745,16.868745,17.334278,12.204647,12.631133,
0.100000,1.325000,0.775000,0.775000,1.325000,0.738639,0.738639,0.738639,0.738639,12.527563,12.527563,17.079612,17.079612,17.079612,17.079612,12.527563,12.527563,0.750353,0.712601,0.712601,0.750353,12.654403,12.240396,17.217230,16.765949,16.765949,17.217230,12.240396,12.654403,
0.100000,1.325000,0.787500,0.787500,1.325000,0.741208,0.741208,0.741208,0.741208,12.555498,12.555498,16.970064,16.970064,16.970064,16.970064,12.555498,12.555498,0.752485,0.715758,0.715758,0.752485,12.677341,12.275598,17.102104,16.664821,16.664821,17.102104,12.275598,12.677341,
0.100000,1.325000,0.800000,0.800000,1.325000,0.743806,0.743806,0.743806,0.743806,12.583692,12.583692,16.863010,16.863010,16.863010,16.863010,12.583692,12.583692,0.754689,0.719000,0.719000,0.754689,12.700996,12.311644,16.989971,16.566820,16.566820,16.989971,12.311644,12.700996,
0.100000,1.325000,0.812500,0.812500,1.325000,0.746214,0.746214,0.746214,0.746214,12.609748,12.609748,16.755792,16.755792,16.755792,16.755792,12.609748,12.609748,0.756775,0.722097,0.722097,0.756775,12.723341,12.345964,16.878579,16.469071,16.469071,16.878579,12.345964,12.723341,
0.100000,1.325000,0.825000,0.825000,1.325000,0.748549,0.748549,0.748549,0.748549,12.634964,12.634964,16.649763,16.649763,16.649763,16.649763,12.634964,12.634964,0.758738,0.725073,0.725073,0.758738,12.744320,12.378854,16.767814,16.371845,16.371845,16.767814,12.378854,12.744320,
0.100000,1.325000,0.837500,0.837500,1.325000,0.750860,0.750860,0.750860,0.750860,12.659859,12.659859,16.545428,16.545428,16.545428,16.545428,12.659859,12.659859,0.760673,0.728007,0.728007,0.760673,12.764968,12.411181,16.658741,16.276032,16.276032,16.658741,12.411181,12.764968,
0.100000,1.325000,0.850000,0.850000,1.325000,0.753124,0.753124,0.753124,0.753124,12.684196,12.684196,16.442480,16.442480,16.442480,16.442480,12.684196,12.684196,0.762579,0.730914,0.730914,0.762579,12.785272,12.443128,16.551292,16.181778,16.181778,16.551292,12.443128,12.785272,
0.100000,1.325000,0.862500,0.862500,1.325000,0.755437,0.755437,0.755437,0.755437,12.709014,12.709014,16.341985,16.341985,16.341985,16.341985,12.709014,12.709014,0.764456,0.733781,0.733781,0.764456,12.805227,12.474538,16.445410,16.088859,16.088859,16.445410,12.474538,12.805227,
0.100000,1.325000,0.875000,0.875000,1.325000,0.757680,0.757680,0.757680,0.757680,12.733020,12.733020,16.242500,16.242500,16.242500,16.242500,12.733020,12.733020,0.766403,0.736726,0.736726,0.766403,12.825890,12.506708,16.342181,15.998628,15.998628,16.342181,12.506708,12.825890,
0.100000,1.325000,0.887500,0.887500,1.325000,0.759822,0.759822,0.759822,0.759822,12.755891,12.755891,16.143634,16.143634,16.143634,16.143634,12.755891,12.755891,0.768229,0.739538,0.739538,0.768229,12.845231,12.537344,16.239379,15.908556,15.908556,16.239379,12.537344,12.845231,
0.100000,1.325000,0.900000,0.900000,1.325000,0.761898,0.761898,0.761898,0.761898,12.778022,12.778022,16.045767,16.045767,16.045767,16.045767,12.778022,12.778022,0.769981,0.742258,0.742258,0.769981,12.863760,12.566900,16.137509,15.819089,15.819089,16.137509,12.566900,12.863760,
0.100000,1.325000,0.912500,0.912500,1.325000,0.763948,0.763948,0.763948,0.763948,12.799826,12.799826,15.949300,15.949300,15.949300,15.949300,12.799826,12.799826,0.771699,0.744946,0.744946,0.771699,12.881894,12.596037,16.036974,15.730899,15.730899,16.036974,12.596037,12.881894,
0.100000,1.325000,0.925000,0.925000,1.325000,0.765956,0.765956,0.765956,0.765956,12.821154,12.821154,15.854030,15.854030,15.854030,15.854030,12.821154,12.821154,0.773389,0.747600,0.747600,0.773389,12.899713,12.624721,15.937819,15.643906,15.643906,15.937819,12.624721,12.899713,
0.100000,1.325000,0.937500,0.937500,1.325000,0.767959,0.767959,0.767959,0.767959,12.842373,12.842373,15.760309,15.760309,15.760309,15.760309,12.842373,12.842373,0.775059,0.750228,0.750228,0.775059,12.917290,12.653060,15.840080,15.558185,15.558185,15.840080,12.653060,12.917290,
0.100000,1.325000,0.950000,0.950000,1.325000,0.769949,0.769949,0.769949,0.769949,12.863419,12.863419,15.668027,15.668027,15.668027,15.668027,12.863419,12.863419,0.776734,0.752856,0.752856,0.776734,12.934891,12.681317,15.743999,15.473975,15.473975,15.743999,12.681317,12.934891,
0.100000,1.325000,0.962500,0.962500,1.325000,0.771853,0.771853,0.771853,0.771853,12.883521,12.883521,15.576328,15.576328,15.576328,15.576328,12.883521,12.883521,0.778359,0.755426,0.755426,0.778359,12.951928,12.708889,15.648916,15.390595,15.390595,15.648916,12.708889,12.951928,
0.100000,1.325000,0.975000,0.975000,1.325000,0.773713,0.773713,0.773713,0.773713,12.903129,12.903129,15.485654,15.485654,15.485654,15.485654,12.903129,12.903129,0.779923,0.757928,0.757928,0.779923,12.968320,12.735665,15.554708,15.307892,15.307892,15.554708,12.735665,12.968320,
0.100000,1.325000,0.987500,0.987500,1.325000,0.775538,0.775538,0.775538,0.775538,12.922321,12.922321,15.396053,15.396053,15.396053,15.396053,12.922321,12.922321,0.781454,0.760386,0.760386,0.781454,12.984323,12.761913,15.461612,15.226116,15.226116,15.461612,12.761913,12.984323,
0.100000,1.325000,1.000000,1.000000,1.325000,0.777331,0.777331,0.777331,0.777331,12.941154,12.941154,15.307553,15.307553,15.307553,15.307553,12.941154,12.941154,0.782957,0.762809,0.762809,0.782957,13.000024,12.787720,15.369687,15.145326,15.145326,15.369687,12.787720,13.000024,
0.100000,1.325000,1.012500,1.012500,1.325000,0.779087,0.779087,0.779087,0.779087,12.959564,12.959564,15.220054,15.220054,15.220054,15.220054,12.959564,12.959564,0.784436,0.765209,0.765209,0.784436,13.015455,12.813219,15.278935,15.065630,15.065630,15.278935,12.813219,13.015455,
0.100000,1.325000,1.025000,1.025000,1.325000,0.780830,0.780830,0.780830,0.780830,12.977807,12.977807,15.133791,15.133791,15.133791,15.133791,12.977807,12.977807,0.785897,0.767581,0.767581,0.785897,13.030665,12.838376,15.189374,14.986960,14.986960,15.189374,12.838376,13.030665,
0.100000,1.325000,1.037500,1.037500,1.325000,0.782547,0.782547,0.782547,0.782547,12.995751,12.995751,15.048597,15.048597,15.048597,15.048597,12.995751,12.995751,0.787340,0.769937,0.769937,0.787340,13.045675,12.863297,15.100996,14.909398,14.909398,15.100996,12.863297,13.045675,
0.100000,1.325000,1.050000,1.050000,1.325000,0.784213,0.784213,0.784213,0.784213,13.013125,13.013125,14.964158,14.964158,14.964158,14.964158,13.013125,13.013125,0.788752,0.772248,0.772248,0.788752,13.060337,12.887690,15.013615,14.832603,14.832603,15.013615,12.887690,13.060337,
0.100000,1.325000,1.062500,1.062500,1.325000,0.785846,0.785846,0.785846,0.785846,13.030139,13.030139,14.880664,14.880664,14.880664,14.880664,13.030139,13.030139,0.790124,0.774520,0.774520,0.790124,13.074575,12.911614,14.927123,14.756612,14.756612,14.927123,12.911614,13.074575,
0.100000,1.325000,1.075000,1.075000,1.325000,0.787448,0.787448,0.787448,0.787448,13.046794,13.046794,14.798090,14.798090,14.798090,14.798090,13.046794,13.046794,0.791468,0.776741,0.776741,0.791468,13.088495,12.934963,14.841605,14.681288,14.681288,14.841605,12.934963,13.088495,
