mu1 = 0.500000, mu2 = 0.500000,gamma1 = 0.000000, gamma2 =0.000000,multiplier m = 35.000000,c111 = 1.000000,c112 = 1.000000,c121 = 1.000000,c122 = 1.000000,c211 = 1.000000,c212 = 1.000000,c221 = 1.000000,c222 = 1.000000,rhoA = 0.100000,rhoB = 0.900000,data are below
sigma,theta11*,theta12*,theta21*,theta22*,FCa11,FCa12,FCa21,FCa22,FCb111,FCb112,FCb211,FCb212,FCb121,FCb122,FCb221,FCb222,FPa11,FPa12,FPa21,FPa22,FPb111,FPb112,FPb211,FPb212,FPb121,FPb122,FPb221,FPb222,
0.100000,0.775000,0.675000,0.675000,0.775000,0.609902,0.609902,0.609902,0.609902,15.413773,15.413773,16.613380,16.613380,16.613380,16.613380,15.413773,15.413773,0.611826,0.604635,0.604635,0.611826,15.440946,15.339002,16.640871,16.537703,16.537703,16.640871,15.339002,15.440946,
0.100000,0.775000,0.687500,0.687500,0.775000,0.611658,0.611658,0.611658,0.611658,15.438585,15.438585,16.478394,16.478394,16.478394,16.478394,15.438585,15.438585,0.613299,0.607170,0.607170,0.613299,15.461699,15.375068,16.501751,16.414188,16.414188,16.501751,15.375068,15.461699,
0.100000,0.775000,0.700000,0.700000,0.775000,0.613371,0.613371,0.613371,0.613371,15.462718,15.462718,16.345715,16.345715,16.345715,16.345715,15.462718,15.462718,0.614735,0.609646,0.609646,0.614735,15.481886,15.410158,16.365062,16.292657,16.292657,16.365062,15.410158,15.481886,
0.100000,0.775000,0.712500,0.712500,0.775000,0.615039,0.615039,0.615039,0.615039,15.486154,15.486154,16.215236,16.215236,16.215236,16.215236,15.486154,15.486154,0.616142,0.612082,0.612082,0.616142,15.501629,15.444557,16.230834,16.173303,16.173303,16.230834,15.444557,15.501629,
0.100000,0.775000,0.725000,0.725000,0.775000,0.616653,0.616653,0.616653,0.616653,15.508794,15.508794,16.086767,16.086767,16.086767,16.086767,15.508794,15.508794,0.617492,0.614452,0.614452,0.617492,15.520540,15.477913,16.098589,16.055684,16.055684,16.098589,15.477913,15.520540,
0.100000,0.775000,0.737500,0.737500,0.775000,0.618239,0.618239,0.618239,0.618239,15.530981,15.530981,15.960571,15.960571,15.960571,15.960571,15.530981,15.530981,0.618818,0.616760,0.616760,0.618818,15.539066,15.510286,15.968696,15.939772,15.939772,15.968696,15.510286,15.539066,
0.100000,0.775000,0.750000,0.750000,0.775000,0.619744,0.619744,0.619744,0.619744,15.551987,15.551987,15.835836,15.835836,15.835836,15.835836,15.551987,15.551987,0.620070,0.618973,0.618973,0.620070,15.556528,15.541230,15.840391,15.825042,15.825042,15.840391,15.541230,15.556528,
0.100000,0.775000,0.762500,0.762500,0.775000,0.621253,0.621253,0.621253,0.621253,15.573000,15.573000,15.713677,15.713677,15.713677,15.713677,15.573000,15.573000,0.621307,0.621125,0.621125,0.621307,15.573755,15.571217,15.714433,15.711891,15.711891,15.714433,15.571217,15.573755,
0.100000,0.775000,0.775000,0.775000,0.775000,0.622703,0.622703,0.622703,0.622703,15.593155,15.593155,15.593155,15.593155,15.593155,15.593155,15.593155,15.593155,0.622699,0.622702,0.622702,0.622699,15.593107,15.593140,15.593107,15.593140,15.593140,15.593107,15.593140,15.593107,
0.100000,0.775000,0.787500,0.787500,0.775000,0.624110,0.624110,0.624110,0.624110,15.612673,15.612673,15.474420,15.474420,15.474420,15.474420,15.612673,15.612673,0.623932,0.624247,0.624247,0.623932,15.610215,15.614578,15.471967,15.476322,15.476322,15.471967,15.614578,15.610215,
0.100000,0.775000,0.800000,0.800000,0.775000,0.625501,0.625501,0.625501,0.625501,15.631925,15.631925,15.357777,15.357777,15.357777,15.357777,15.631925,15.631925,0.625034,0.626116,0.626116,0.625034,15.625468,15.640434,15.351343,15.366255,15.366255,15.351343,15.640434,15.625468,
0.100000,0.775000,0.812500,0.812500,0.775000,0.626845,0.626845,0.626845,0.626845,15.650507,15.650507,15.242756,15.242756,15.242756,15.242756,15.650507,15.650507,0.626134,0.628057,0.628057,0.626134,15.640679,15.667209,15.232983,15.259366,15.259366,15.232983,15.667209,15.640679,
0.100000,0.775000,0.825000,0.825000,0.775000,0.628155,0.628155,0.628155,0.628155,15.668560,15.668560,15.129438,15.129438,15.129438,15.129438,15.668560,15.668560,0.627221,0.630007,0.630007,0.627221,15.655687,15.694052,15.116662,15.154741,15.154741,15.116662,15.694052,15.655687,
0.100000,0.775000,0.837500,0.837500,0.775000,0.629425,0.629425,0.629425,0.629425,15.686039,15.686039,15.017717,15.017717,15.017717,15.017717,15.686039,15.686039,0.628291,0.631949,0.631949,0.628291,15.670434,15.720700,15.002261,15.052053,15.052053,15.002261,15.720700,15.670434,
0.100000,0.775000,0.850000,0.850000,0.775000,0.630677,0.630677,0.630677,0.630677,15.703246,15.703246,14.907837,14.907837,14.907837,14.907837,15.703246,15.703246,0.629343,0.633881,0.633881,0.629343,15.684921,15.747129,14.889724,14.951220,14.951220,14.889724,15.747129,15.684921,
0.100000,0.775000,0.862500,0.862500,0.775000,0.631887,0.631887,0.631887,0.631887,15.719846,15.719846,14.799410,14.799410,14.799410,14.799410,15.719846,15.719846,0.630362,0.635761,0.635761,0.630362,15.698922,15.772785,14.778772,14.851638,14.851638,14.778772,15.772785,15.698922,
0.100000,0.775000,0.875000,0.875000,0.775000,0.633070,0.633070,0.633070,0.633070,15.736048,15.736048,14.692592,14.692592,14.692592,14.692592,15.736048,15.736048,0.631360,0.637617,0.637617,0.631360,15.712615,15.798056,14.669529,14.753638,14.753638,14.669529,15.798056,15.712615,
0.100000,0.775000,0.887500,0.887500,0.775000,0.634196,0.634196,0.634196,0.634196,15.751437,15.751437,14.586923,14.586923,14.586923,14.586923,15.751437,15.751437,0.632315,0.639412,0.639412,0.632315,15.725713,15.822421,14.561662,14.656655,14.656655,14.561662,15.822421,15.725713,
0.100000,0.775000,0.900000,0.900000,0.775000,0.635326,0.635326,0.635326,0.635326,15.766860,15.766860,14.483187,14.483187,14.483187,14.483187,15.766860,15.766860,0.633271,0.641211,0.641211,0.633271,15.738795,15.846778,14.455689,14.561524,14.561524,14.455689,15.846778,15.738795,
0.100000,0.775000,0.912500,0.912500,0.775000,0.636428,0.636428,0.636428,0.636428,15.781873,15.781873,14.380899,14.380899,14.380899,14.380899,15.781873,15.781873,0.634204,0.642975,0.642975,0.634204,15.751543,15.870603,14.351251,14.467682,14.467682,14.351251,15.870603,15.751543,
0.100000,0.775000,0.925000,0.925000,0.775000,0.637505,0.637505,0.637505,0.637505,15.796531,15.796531,14.280069,14.280069,14.280069,14.280069,15.796531,15.796531,0.635117,0.644706,0.644706,0.635117,15.764005,15.893933,14.248349,14.375120,14.375120,14.248349,15.893933,15.764005,
0.100000,0.775000,0.937500,0.937500,0.775000,0.638558,0.638558,0.638558,0.638558,15.810830,15.810830,14.180649,14.180649,14.180649,14.180649,15.810830,15.810830,0.636010,0.646404,0.646404,0.636010,15.776178,15.916750,14.146935,14.283777,14.283777,14.146935,15.916750,15.776178,
0.100000,0.775000,0.950000,0.950000,0.775000,0.639576,0.639576,0.639576,0.639576,15.824649,15.824649,14.082478,14.082478,14.082478,14.082478,15.824649,15.824649,0.636882,0.648075,0.648075,0.636882,15.788060,15.939163,14.046967,14.193717,14.193717,14.046967,15.939163,15.788060,
0.100000,0.775000,0.962500,0.962500,0.775000,0.640580,0.640580,0.640580,0.640580,15.838238,15.838238,13.985760,13.985760,13.985760,13.985760,15.838238,15.838238,0.637735,0.649722,0.649722,0.637735,15.799659,15.961200,13.948409,14.104927,14.104927,13.948409,15.961200,15.799659,
0.100000,0.775000,0.975000,0.975000,0.775000,0.641557,0.641557,0.641557,0.641557,15.851457,15.851457,13.890319,13.890319,13.890319,13.890319,15.851457,15.851457,0.638507,0.651264,0.651264,0.638507,15.810146,15.981787,13.850422,14.016327,14.016327,13.850422,15.981787,15.810146,
0.100000,0.775000,0.987500,0.987500,0.775000,0.642448,0.642448,0.642448,0.642448,15.863499,15.863499,13.795339,13.795339,13.795339,13.795339,15.863499,15.863499,0.639319,0.652849,0.652849,0.639319,15.821158,16.002896,13.754550,13.929791,13.929791,13.754550,16.002896,15.821158,
0.100000,0.775000,1.000000,1.000000,0.775000,0.643384,0.643384,0.643384,0.643384,15.876129,15.876129,13.702487,13.702487,13.702487,13.702487,15.876129,15.876129,0.640117,0.654413,0.654413,0.640117,15.831975,16.023674,13.660061,13.844456,13.844456,13.660061,16.023674,15.831975,
0.100000,0.775000,1.012500,1.012500,0.775000,0.644291,0.644291,0.644291,0.644291,15.888346,15.888346,13.610761,13.610761,13.610761,13.610761,15.888346,15.888346,0.640899,0.655952,0.655952,0.640899,15.842555,16.044088,13.566875,13.760252,13.760252,13.566875,16.044088,15.842555,
0.100000,0.775000,1.025000,1.025000,0.775000,0.645186,0.645186,0.645186,0.645186,15.900389,15.900389,13.520356,13.520356,13.520356,13.520356,15.900389,15.900389,0.641663,0.657458,0.657458,0.641663,15.852890,16.064019,13.474951,13.677033,13.677033,13.474951,16.064019,15.852890,
0.100000,0.775000,1.037500,1.037500,0.775000,0.646060,0.646060,0.646060,0.646060,15.912136,15.912136,13.431122,13.431122,13.431122,13.431122,15.912136,15.912136,0.642410,0.658940,0.658940,0.642410,15.862981,16.083587,13.384257,13.594880,13.594880,13.384257,16.083587,15.862981,
0.100000,0.775000,1.050000,1.050000,0.775000,0.646914,0.646914,0.646914,0.646914,15.923594,15.923594,13.343033,13.343033,13.343033,13.343033,15.923594,15.923594,0.643140,0.660388,0.660388,0.643140,15.872833,16.102666,13.294766,13.513643,13.513643,13.294766,16.102666,15.872833,
0.100000,0.775000,1.062500,1.062500,0.775000,0.647747,0.647747,0.647747,0.647747,15.934769,15.934769,13.256064,13.256064,13.256064,13.256064,15.934769,15.934769,0.643853,0.661821,0.661821,0.643853,15.882452,16.121523,13.206450,13.433545,13.433545,13.206450,16.121523,15.882452,
0.100000,0.775000,1.075000,1.075000,0.775000,0.648561,0.648561,0.648561,0.648561,15.945668,15.945668,13.170193,13.170193,13.170193,13.170193,15.945668,15.945668,0.644551,0.663222,0.663222,0.644551,15.891843,16.139903,13.119286,13.354314,13.354314,13.119286,16.139903,15.891843,
0.100000,0.775000,1.087500,1.087500,0.775000,0.649346,0.649346,0.649346,0.649346,15.956176,15.956176,13.085280,13.085280,13.085280,13.085280,15.956176,15.956176,0.645232,0.664598,0.664598,0.645232,15.901013,16.157936,13.033249,13.276045,13.276045,13.033249,16.157936,15.901013,
0.100000,0.775000,1.100000,1.100000,0.775000,0.650122,0.650122,0.650122,0.650122,15.966545,15.966545,13.001537,13.001537,13.001537,13.001537,15.966545,15.966545,0.645899,0.665962,0.665962,0.645899,15.909968,16.175774,12.948318,13.198855,13.198855,12.948318,16.175774,15.909968,
0.100000,0.775000,1.112500,1.112500,0.775000,0.650880,0.650880,0.650880,0.650880,15.976661,15.976661,12.918827,12.918827,12.918827,12.918827,15.976661,15.976661,0.646550,0.667284,0.667284,0.646550,15.918713,16.193029,12.864470,13.122349,13.122349,12.864470,16.193029,15.918713,
0.100000,0.775000,1.125000,1.125000,0.775000,0.651620,0.651620,0.651620,0.651620,15.986531,15.986531,12.837132,12.837132,12.837132,12.837132,15.986531,15.986531,0.647187,0.668594,0.668594,0.647187,15.927256,16.210094,12.781684,13.046874,13.046874,12.781684,16.210094,15.927256,
0.100000,0.775000,1.137500,1.137500,0.775000,0.652343,0.652343,0.652343,0.652343,15.996162,15.996162,12.756432,12.756432,12.756432,12.756432,15.996162,15.996162,0.647809,0.669883,0.669883,0.647809,15.935602,16.226849,12.699940,12.972290,12.972290,12.699940,16.226849,15.935602,
0.100000,0.775000,1.150000,1.150000,0.775000,0.653050,0.653050,0.653050,0.653050,16.005561,16.005561,12.676709,12.676709,12.676709,12.676709,16.005561,16.005561,0.648418,0.671150,0.671150,0.648418,15.943756,16.243298,12.619218,12.898578,12.898578,12.619218,16.243298,15.943756,
0.100000,0.775000,1.162500,1.162500,0.775000,0.653633,0.653633,0.653633,0.653633,16.013312,16.013312,12.596624,12.596624,12.596624,12.596624,16.013312,16.013312,0.648925,0.672283,0.672283,0.648925,15.950540,16.257982,12.538401,12.824350,12.824350,12.538401,16.257982,15.950540,
0.100000,0.775000,1.175000,1.175000,0.775000,0.654309,0.654309,0.654309,0.654309,16.022297,16.022297,12.518833,12.518833,12.518833,12.518833,16.022297,16.022297,0.649511,0.673511,0.673511,0.649511,15.958376,16.273876,12.459712,12.752366,12.752366,12.459712,16.273876,15.958376,
0.100000,0.775000,1.187500,1.187500,0.775000,0.654971,0.654971,0.654971,0.654971,16.031084,16.031084,12.441979,12.441979,12.441979,12.441979,16.031084,16.031084,0.650091,0.674724,0.674724,0.650091,15.966126,16.289548,12.382071,12.681262,12.681262,12.382071,16.289548,15.966126,
0.100000,0.775000,1.200000,1.200000,0.775000,0.655618,0.655618,0.655618,0.655618,16.039664,16.039664,12.366032,12.366032,12.366032,12.366032,16.039664,16.039664,0.650644,0.675890,0.675890,0.650644,15.973516,16.304583,12.305202,12.610632,12.610632,12.305202,16.304583,15.973516,
0.100000,0.775000,1.212500,1.212500,0.775000,0.656250,0.656250,0.656250,0.656250,16.048040,16.048040,12.290974,12.290974,12.290974,12.290974,16.048040,16.048040,0.651256,0.677137,0.677137,0.651256,15.981672,16.320630,12.230118,12.541980,12.541980,12.230118,16.320630,15.981672,
0.100000,0.775000,1.225000,1.225000,0.775000,0.656938,0.656938,0.656938,0.656938,16.057139,16.057139,12.217633,12.217633,12.217633,12.217633,16.057139,16.057139,0.651792,0.678278,0.678278,0.651792,15.988817,16.335296,12.155164,12.473073,12.473073,12.155164,16.335296,15.988817,
0.100000,0.775000,1.237500,1.237500,0.775000,0.657540,0.657540,0.657540,0.657540,16.065107,16.065107,12.144287,12.144287,12.144287,12.144287,16.065107,16.065107,0.652316,0.679399,0.679399,0.652316,15.995793,16.349690,12.081096,12.404917,12.404917,12.081096,16.349690,15.995793,
0.100000,0.775000,1.250000,1.250000,0.775000,0.658129,0.658129,0.658129,0.658129,16.072887,16.072887,12.071784,12.071784,12.071784,12.071784,16.072887,16.072887,0.652828,0.680503,0.680503,0.652828,16.002614,16.363828,12.007907,12.337510,12.337510,12.007907,16.363828,16.002614,
0.100000,0.775000,1.262500,1.262500,0.775000,0.658705,0.658705,0.658705,0.658705,16.080482,16.080482,12.000107,12.000107,12.000107,12.000107,16.080482,16.080482,0.653330,0.681588,0.681588,0.653330,16.009286,16.377715,11.935580,12.270836,12.270836,11.935580,16.377715,16.009286,
0.100000,0.775000,1.275000,1.275000,0.775000,0.659267,0.659267,0.659267,0.659267,16.087904,16.087904,11.929248,11.929248,11.929248,11.929248,16.087904,16.087904,0.653821,0.682656,0.682656,0.653821,16.015814,16.391358,11.864103,12.204883,12.204883,11.864103,16.391358,16.015814,
0.100000,0.775000,1.287500,1.287500,0.775000,0.659817,0.659817,0.659817,0.659817,16.095150,16.095150,11.859186,11.859186,11.859186,11.859186,16.095150,16.095150,0.654301,0.683696,0.683696,0.654301,16.022191,16.404626,11.793450,12.139514,12.139514,11.793450,16.404626,16.022191,
0.100000,0.775000,1.300000,1.300000,0.775000,0.660345,0.660345,0.660345,0.660345,16.102099,16.102099,11.789795,11.789795,11.789795,11.789795,16.102099,16.102099,0.654771,0.684728,0.684728,0.654771,16.028425,16.417772,11.723611,12.074945,12.074945,11.723611,16.417772,16.028425,
0.100000,0.775000,1.312500,1.312500,0.775000,0.660870,0.660870,0.660870,0.660870,16.109008,16.109008,11.721289,11.721289,11.721289,11.721289,16.109008,16.109008,0.655231,0.685744,0.685744,0.655231,16.034528,16.430699,11.654580,12.011069,12.011069,11.654580,16.430699,16.034528,
0.100000,0.775000,1.325000,1.325000,0.775000,0.661383,0.661383,0.661383,0.661383,16.115761,16.115761,11.653546,11.653546,11.653546,11.653546,16.115761,16.115761,0.655681,0.686744,0.686744,0.655681,16.040502,16.443402,11.586340,11.947865,11.947865,11.586340,16.443402,16.040502,
0.100000,0.775000,1.337500,1.337500,0.775000,0.661885,0.661885,0.661885,0.661885,16.122363,16.122363,11.586555,11.586555,11.586555,11.586555,16.122363,16.122363,0.656123,0.687718,0.687718,0.656123,16.046350,16.455762,11.518878,11.885210,11.885210,11.518878,16.455762,16.046350,
0.100000,0.775000,1.350000,1.350000,0.775000,0.662376,0.662376,0.662376,0.662376,16.128812,16.128812,11.520297,11.520297,11.520297,11.520297,16.128812,16.128812,0.656555,0.688687,0.688687,0.656555,16.052076,16.468033,11.452181,11.823319,11.823319,11.452181,16.468033,16.052076,
0.100000,0.775000,1.362500,1.362500,0.775000,0.662803,0.662803,0.662803,0.662803,16.134408,16.134408,11.454137,11.454137,11.454137,11.454137,16.134408,16.134408,0.656929,0.689565,0.689565,0.656929,16.057022,16.479148,11.385652,11.761219,11.761219,11.385652,16.479148,16.057022,
0.100000,0.775000,1.375000,1.375000,0.775000,0.663269,0.663269,0.663269,0.663269,16.140529,16.140529,11.389284,11.389284,11.389284,11.389284,16.140529,16.140529,0.657346,0.690505,0.690505,0.657346,16.062532,16.491018,11.320465,11.700610,11.700610,11.320465,16.491018,16.062532,
0.100000,0.775000,1.387500,1.387500,0.775000,0.663731,0.663731,0.663731,0.663731,16.146576,16.146576,11.325189,11.325189,11.325189,11.325189,16.146576,16.146576,0.657754,0.691420,0.691420,0.657754,16.067926,16.502567,11.256003,11.640512,11.640512,11.256003,16.502567,16.067926,
0.100000,0.775000,1.400000,1.400000,0.775000,0.664182,0.664182,0.664182,0.664182,16.152488,16.152488,11.261783,11.261783,11.261783,11.261783,16.152488,16.152488,0.658154,0.692330,0.692330,0.658154,16.073207,16.514038,11.192252,11.581128,11.581128,11.192252,16.514038,16.073207,
0.100000,0.775000,1.412500,1.412500,0.775000,0.664623,0.664623,0.664623,0.664623,16.158265,16.158265,11.199054,11.199054,11.199054,11.199054,16.158265,16.158265,0.658545,0.693215,0.693215,0.658545,16.078379,16.525191,11.129203,11.522231,11.522231,11.129203,16.525191,16.078379,
0.100000,0.775000,1.425000,1.425000,0.775000,0.665055,0.665055,0.665055,0.665055,16.163914,16.163914,11.136992,11.136992,11.136992,11.136992,16.163914,16.163914,0.658929,0.694087,0.694087,0.658929,16.083445,16.536154,11.066845,11.463923,11.463923,11.066845,16.536154,16.083445,
0.100000,0.775000,1.437500,1.437500,0.775000,0.665468,0.665468,0.665468,0.665468,16.169317,16.169317,11.075482,11.075482,11.075482,11.075482,16.169317,16.169317,0.659304,0.694954,0.694954,0.659304,16.088394,16.547036,11.005154,11.406286,11.406286,11.005154,16.547036,16.088394,
0.100000,0.775000,1.450000,1.450000,0.775000,0.665881,0.665881,0.665881,0.665881,16.174718,16.174718,11.014725,11.014725,11.014725,11.014725,16.174718,16.174718,0.659674,0.695798,0.695798,0.659674,16.093261,16.557633,10.944146,11.349127,11.349127,10.944146,16.557633,16.093261,
0.100000,0.775000,1.462500,1.462500,0.775000,0.666286,0.666286,0.666286,0.666286,16.180001,16.180001,10.954604,10.954604,10.954604,10.954604,16.180001,16.180001,0.660036,0.696630,0.696630,0.660036,16.098029,16.568052,10.883796,11.292530,11.292530,10.883796,16.568052,16.098029,
0.100000,0.775000,1.475000,1.475000,0.775000,0.666682,0.666682,0.666682,0.666682,16.185167,16.185167,10.895111,10.895111,10.895111,10.895111,16.185167,16.185167,0.660390,0.697448,0.697448,0.660390,16.102701,16.578296,10.824092,11.236485,11.236485,10.824092,16.578296,16.102701,
0.100000,0.775000,1.487500,1.487500,0.775000,0.667069,0.667069,0.667069,0.667069,16.190227,16.190227,10.836240,10.836240,10.836240,10.836240,16.190227,16.190227,0.660738,0.698263,0.698263,0.660738,16.107279,16.588492,10.765024,11.181090,11.181090,10.765024,16.588492,16.107279,
0.100000,0.775000,1.500000,1.500000,0.775000,0.667449,0.667449,0.667449,0.667449,16.195174,16.195174,10.777975,10.777975,10.777975,10.777975,16.195174,16.195174,0.661079,0.699056,0.699056,0.661079,16.111766,16.598395,10.706582,11.126122,11.126122,10.706582,16.598395,16.111766,
0.100000,0.787500,0.500000,0.500000,0.787500,0.581798,0.581798,0.581798,0.581798,14.871069,14.871069,18.823224,18.823224,18.823224,18.823224,14.871069,14.871069,0.588980,0.564487,0.564487,0.588980,14.976095,14.613339,18.929912,18.560156,18.560156,18.929912,14.613339,14.976095,
0.100000,0.787500,0.512500,0.512500,0.787500,0.584529,0.584529,0.584529,0.584529,14.911138,14.911138,18.649019,18.649019,18.649019,18.649019,14.911138,14.911138,0.591290,0.568060,0.568060,0.591290,15.009650,14.667071,18.749178,18.399807,18.399807,18.749178,14.667071,15.009650,
