mu1 = 0.500000, mu2 = 0.500000,gamma1 = 0.000000, gamma2 =0.000000,multiplier m = 35.000000,rhoA = rhoB = 0.5,sigma =0.250000,data are below
cA11,cA12,cA21,cA22,cB11,cB12,cB21,cB22,theta11*,theta12*,theta21*,theta22*,FCa11,FCa12,FCa21,FCa22,FCb111,FCb112,FCb211,FCb212,FCb121,FCb122,FCb221,FCb222,HOa11,HOa12,HOa21,HOa22,HOb111,HOb112,HOb211,HOb212,HOb121,HOb122,HOb221,HOb222,
1.000000,0.700000,0.700000,1.000000,0.700000,1.000000,1.000000,0.700000,1.000000,1.000000,0.625000,0.625000,0.628367,0.628367,0.628367,0.628367,13.506070,13.506070,17.547007,17.547007,13.506070,13.506070,17.547007,17.547007,0.629711,0.626861,0.629711,0.626861,13.523800,13.486180,17.565707,17.526019,13.523800,13.486180,17.565707,17.526019,
1.000000,0.600000,0.600000,1.000000,0.600000,1.000000,1.000000,0.600000,1.000000,1.000000,0.625000,0.625000,0.628328,0.628328,0.628328,0.628328,13.505563,13.505563,17.546473,17.546473,13.505563,13.505563,17.546473,17.546473,0.631272,0.625246,0.631272,0.625246,13.544351,13.464803,17.587370,17.503448,13.544351,13.464803,17.587370,17.503448,
1.000000,0.500000,0.500000,1.000000,0.500000,1.000000,1.000000,0.500000,1.000000,1.000000,0.625000,0.625000,0.628289,0.628289,0.628289,0.628289,13.505039,13.505039,17.545920,17.545920,13.505039,13.505039,17.545920,17.545920,0.633748,0.622789,0.633748,0.622789,13.576868,13.432190,17.621622,17.468988,13.576868,13.432190,17.621622,17.468988,
1.000000,0.400000,0.400000,1.000000,0.400000,1.000000,1.000000,0.400000,1.000000,1.000000,0.625000,0.625000,0.628227,0.628227,0.628227,0.628227,13.504219,13.504219,17.545055,17.545055,13.504219,13.504219,17.545055,17.545055,0.637451,0.619151,0.637451,0.619151,13.625316,13.383738,17.672596,17.417734,13.625316,13.383738,17.672596,17.417734,
1.000000,0.300000,0.300000,1.000000,0.300000,1.000000,1.000000,0.300000,1.000000,1.000000,0.625000,0.625000,0.628092,0.628092,0.628092,0.628092,13.502441,13.502441,17.543179,17.543179,13.502441,13.502441,17.543179,17.543179,0.642830,0.613823,0.642830,0.613823,13.695302,13.312364,17.746111,17.342106,13.695302,13.312364,17.746111,17.342106,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,1.000000,1.000000,0.625000,0.625000,0.627925,0.627925,0.627925,0.627925,13.500235,13.500235,17.540851,17.540851,13.500235,13.500235,17.540851,17.540851,0.650785,0.606356,0.650785,0.606356,13.797972,13.211548,17.853700,17.235025,13.797972,13.211548,17.853700,17.235025,
1.000000,0.100000,0.100000,1.000000,0.100000,1.000000,1.000000,0.100000,1.000000,1.000000,0.625000,0.625000,0.627596,0.627596,0.627596,0.627596,13.495886,13.495886,17.536262,17.536262,13.495886,13.495886,17.536262,17.536262,0.661903,0.595821,0.661903,0.595821,13.939803,13.067713,18.001824,17.081727,13.939803,13.067713,18.001824,17.081727,
1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.625000,0.625000,0.627379,0.627379,0.627379,0.627379,13.493026,13.493026,17.533245,17.533245,13.493026,13.493026,17.533245,17.533245,0.676325,0.582925,0.676325,0.582925,14.120999,12.889041,18.190215,16.890439,14.120999,12.889041,18.190215,16.890439,
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.750000,0.750000,0.658623,0.658623,0.658623,0.658623,13.898162,13.898162,16.364783,16.364783,13.898162,13.898162,16.364783,16.364783,0.658619,0.658619,0.658619,0.658619,13.898105,13.898105,16.364724,16.364724,13.898105,13.898105,16.364724,16.364724,
1.000000,0.900000,0.900000,1.000000,0.900000,1.000000,1.000000,0.900000,1.000000,1.000000,0.750000,0.750000,0.658604,0.658604,0.658604,0.658604,13.897920,13.897920,16.364532,16.364532,13.897920,13.897920,16.364532,16.364532,0.658603,0.658597,0.658603,0.658597,13.897910,13.897821,16.364521,16.364429,13.897910,13.897821,16.364521,16.364429,
1.000000,0.800000,0.800000,1.000000,0.800000,1.000000,1.000000,0.800000,1.000000,1.000000,0.750000,0.750000,0.658589,0.658589,0.658589,0.658589,13.897724,13.897724,16.364328,16.364328,13.897724,13.897724,16.364328,16.364328,0.658758,0.658280,0.658758,0.658280,13.899871,13.893795,16.366560,16.360243,13.899871,13.893795,16.366560,16.360243,
1.000000,0.700000,0.700000,1.000000,0.700000,1.000000,1.000000,0.700000,1.000000,1.000000,0.750000,0.750000,0.658568,0.658568,0.658568,0.658568,13.897462,13.897462,16.364056,16.364056,13.897462,13.897462,16.364056,16.364056,0.659318,0.657639,0.659318,0.657639,13.907001,13.885631,16.373974,16.351752,13.907001,13.885631,16.373974,16.351752,
1.000000,0.600000,0.600000,1.000000,0.600000,1.000000,1.000000,0.600000,1.000000,1.000000,0.750000,0.750000,0.658537,0.658537,0.658537,0.658537,13.897066,13.897066,16.363644,16.363644,13.897066,13.897066,16.363644,16.363644,0.660305,0.656583,0.660305,0.656583,13.919533,13.872172,16.387002,16.337752,13.919533,13.872172,16.387002,16.337752,
1.000000,0.500000,0.500000,1.000000,0.500000,1.000000,1.000000,0.500000,1.000000,1.000000,0.750000,0.750000,0.658492,0.658492,0.658492,0.658492,13.896497,13.896497,16.363052,16.363052,13.896497,13.896497,16.363052,16.363052,0.661855,0.654970,0.661855,0.654970,13.939197,13.851577,16.407439,16.316323,13.939197,13.851577,16.407439,16.316323,
1.000000,0.400000,0.400000,1.000000,0.400000,1.000000,1.000000,0.400000,1.000000,1.000000,0.750000,0.750000,0.658383,0.658383,0.658383,0.658383,13.895111,13.895111,16.361611,16.361611,13.895111,13.895111,16.361611,16.361611,0.664140,0.652535,0.664140,0.652535,13.968118,13.820422,16.437484,16.283894,13.968118,13.820422,16.437484,16.283894,
1.000000,0.300000,0.300000,1.000000,0.300000,1.000000,1.000000,0.300000,1.000000,1.000000,0.750000,0.750000,0.658145,0.658145,0.658145,0.658145,13.892073,13.892073,16.358451,16.358451,13.892073,13.892073,16.358451,16.358451,0.667396,0.648935,0.667396,0.648935,14.009188,13.774182,16.480125,16.235730,14.009188,13.774182,16.480125,16.235730,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,1.000000,1.000000,0.750000,0.750000,0.657736,0.657736,0.657736,0.657736,13.886861,13.886861,16.353031,16.353031,13.886861,13.886861,16.353031,16.353031,0.671994,0.643683,0.671994,0.643683,14.066905,13.706358,16.540001,16.165016,14.066905,13.706358,16.540001,16.165016,
1.000000,0.100000,0.100000,1.000000,0.100000,1.000000,1.000000,0.100000,1.000000,1.000000,0.750000,0.750000,0.657296,0.657296,0.657296,0.657296,13.881260,13.881260,16.347206,16.347206,13.881260,13.881260,16.347206,16.347206,0.678833,0.636667,0.678833,0.636667,14.152181,13.615080,16.628360,16.069721,14.152181,13.615080,16.628360,16.069721,
1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.750000,0.750000,0.657073,0.657073,0.657073,0.657073,13.878420,13.878420,16.344251,16.344251,13.878420,13.878420,16.344251,16.344251,0.687690,0.628047,0.687690,0.628047,14.261600,13.501855,16.741550,15.951309,14.261600,13.501855,16.741550,15.951309,
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.875000,0.875000,0.685016,0.685016,0.685016,0.685016,14.228686,14.228686,15.368793,15.368793,14.228686,14.228686,15.368793,15.368793,0.685012,0.685012,0.685012,0.685012,14.228631,14.228631,15.368737,15.368737,14.228631,14.228631,15.368737,15.368737,
1.000000,0.900000,0.900000,1.000000,0.900000,1.000000,1.000000,0.900000,1.000000,1.000000,0.875000,0.875000,0.685025,0.685025,0.685025,0.685025,14.228800,14.228800,15.368910,15.368910,14.228800,14.228800,15.368910,15.368910,0.685023,0.685019,0.685023,0.685019,14.228765,14.228727,15.368874,15.368835,14.228765,14.228727,15.368874,15.368835,
1.000000,0.800000,0.800000,1.000000,0.800000,1.000000,1.000000,0.800000,1.000000,1.000000,0.875000,0.875000,0.685015,0.685015,0.685015,0.685015,14.228677,14.228677,15.368785,15.368785,14.228677,14.228677,15.368785,15.368785,0.685028,0.684953,0.685028,0.684953,14.228836,14.227905,15.368947,15.367996,14.228836,14.227905,15.368947,15.367996,
1.000000,0.700000,0.700000,1.000000,0.700000,1.000000,1.000000,0.700000,1.000000,1.000000,0.875000,0.875000,0.684999,0.684999,0.684999,0.684999,14.228470,14.228470,15.368573,15.368573,14.228470,14.228470,15.368573,15.368573,0.685222,0.684613,0.685222,0.684613,14.231226,14.223719,15.371386,15.363722,14.231226,14.223719,15.371386,15.363722,
1.000000,0.600000,0.600000,1.000000,0.600000,1.000000,1.000000,0.600000,1.000000,1.000000,0.875000,0.875000,0.684950,0.684950,0.684950,0.684950,14.227873,14.227873,15.367964,15.367964,14.227873,14.227873,15.367964,15.367964,0.685640,0.684051,0.685640,0.684051,14.236377,14.216779,15.376644,15.356638,14.236377,14.216779,15.376644,15.356638,
1.000000,0.500000,0.500000,1.000000,0.500000,1.000000,1.000000,0.500000,1.000000,1.000000,0.875000,0.875000,0.684865,0.684865,0.684865,0.684865,14.226825,14.226825,15.366894,15.366894,14.226825,14.226825,15.366894,15.366894,0.686312,0.683197,0.686312,0.683197,14.244651,14.206233,15.385090,15.345870,14.244651,14.206233,15.385090,15.345870,
1.000000,0.400000,0.400000,1.000000,0.400000,1.000000,1.000000,0.400000,1.000000,1.000000,0.875000,0.875000,0.684670,0.684670,0.684670,0.684670,14.224423,14.224423,15.364442,15.364442,14.224423,14.224423,15.364442,15.364442,0.687267,0.681862,0.687267,0.681862,14.256398,14.189732,15.397080,15.329021,14.256398,14.189732,15.397080,15.329021,
1.000000,0.300000,0.300000,1.000000,0.300000,1.000000,1.000000,0.300000,1.000000,1.000000,0.875000,0.875000,0.684206,0.684206,0.684206,0.684206,14.218692,14.218692,15.358591,15.358591,14.218692,14.218692,15.358591,15.358591,0.688474,0.679752,0.688474,0.679752,14.271228,14.163586,15.412214,15.302320,14.271228,14.163586,15.412214,15.302320,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,1.000000,1.000000,0.875000,0.875000,0.683667,0.683667,0.683667,0.683667,14.212040,14.212040,15.351799,15.351799,14.212040,14.212040,15.351799,15.351799,0.690319,0.676859,0.690319,0.676859,14.293846,14.127642,15.435295,15.265603,14.293846,14.127642,15.435295,15.265603,
1.000000,0.100000,0.100000,1.000000,0.100000,1.000000,1.000000,0.100000,1.000000,1.000000,0.875000,0.875000,0.683312,0.683312,0.683312,0.683312,14.207660,14.207660,15.347327,15.347327,14.207660,14.207660,15.347327,15.347327,0.693377,0.673220,0.693377,0.673220,14.331237,14.082244,15.473440,15.219214,14.331237,14.082244,15.473440,15.219214,
1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.875000,0.875000,0.683133,0.683133,0.683133,0.683133,14.205450,14.205450,15.345070,15.345070,14.205450,14.205450,15.345070,15.345070,0.697484,0.668898,0.697484,0.668898,14.381250,14.028079,15.524445,15.163846,14.381250,14.028079,15.524445,15.163846,
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.708411,0.708411,0.708411,0.708411,14.513124,14.513124,14.513124,14.513124,14.513124,14.513124,14.513124,14.513124,0.708406,0.708406,0.708406,0.708406,14.513071,14.513071,14.513071,14.513071,14.513071,14.513071,14.513071,14.513071,
1.000000,0.900000,0.900000,1.000000,0.900000,1.000000,1.000000,0.900000,1.000000,1.000000,1.000000,1.000000,0.708311,0.708311,0.708311,0.708311,14.511932,14.511932,14.511932,14.511932,14.511932,14.511932,14.511932,14.511932,0.708307,0.708307,0.708307,0.708307,14.511878,14.511878,14.511878,14.511878,14.511878,14.511878,14.511878,14.511878,
1.000000,0.800000,0.800000,1.000000,0.800000,1.000000,1.000000,0.800000,1.000000,1.000000,1.000000,1.000000,0.708474,0.708474,0.708474,0.708474,14.513877,14.513877,14.513877,14.513877,14.513877,14.513877,14.513877,14.513877,0.708469,0.708469,0.708469,0.708469,14.513821,14.513821,14.513821,14.513821,14.513821,14.513821,14.513821,14.513821,
1.000000,0.700000,0.700000,1.000000,0.700000,1.000000,1.000000,0.700000,1.000000,1.000000,1.000000,1.000000,0.708438,0.708438,0.708438,0.708438,14.513445,14.513445,14.513445,14.513445,14.513445,14.513445,14.513445,14.513445,0.708433,0.708433,0.708433,0.708433,14.513392,14.513392,14.513392,14.513392,14.513392,14.513392,14.513392,14.513392,
1.000000,0.600000,0.600000,1.000000,0.600000,1.000000,1.000000,0.600000,1.000000,1.000000,1.000000,1.000000,0.708418,0.708418,0.708418,0.708418,14.513210,14.513210,14.513210,14.513210,14.513210,14.513210,14.513210,14.513210,0.708413,0.708413,0.708413,0.708413,14.513154,14.513154,14.513154,14.513154,14.513154,14.513154,14.513154,14.513154,
1.000000,0.500000,0.500000,1.000000,0.500000,1.000000,1.000000,0.500000,1.000000,1.000000,1.000000,1.000000,0.708241,0.708241,0.708241,0.708241,14.511091,14.511091,14.511091,14.511091,14.511091,14.511091,14.511091,14.511091,0.708237,0.708237,0.708237,0.708237,14.511037,14.511037,14.511037,14.511037,14.511037,14.511037,14.511037,14.511037,
1.000000,0.400000,0.400000,1.000000,0.400000,1.000000,1.000000,0.400000,1.000000,1.000000,1.000000,1.000000,0.708103,0.708103,0.708103,0.708103,14.509435,14.509435,14.509435,14.509435,14.509435,14.509435,14.509435,14.509435,0.708099,0.708099,0.708099,0.708099,14.509382,14.509382,14.509382,14.509382,14.509382,14.509382,14.509382,14.509382,
1.000000,0.300000,0.300000,1.000000,0.300000,1.000000,1.000000,0.300000,1.000000,1.000000,1.000000,1.000000,0.706880,0.706880,0.706880,0.706880,14.494751,14.494751,14.494751,14.494751,14.494751,14.494751,14.494751,14.494751,0.706876,0.706876,0.706876,0.706876,14.494697,14.494697,14.494697,14.494697,14.494697,14.494697,14.494697,14.494697,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,1.000000,1.000000,1.000000,1.000000,0.706542,0.706542,0.706542,0.706542,14.490695,14.490695,14.490695,14.490695,14.490695,14.490695,14.490695,14.490695,0.706538,0.706538,0.706538,0.706538,14.490639,14.490639,14.490639,14.490639,14.490639,14.490639,14.490639,14.490639,
1.000000,0.100000,0.100000,1.000000,0.100000,1.000000,1.000000,0.100000,1.000000,1.000000,1.000000,1.000000,0.706414,0.706414,0.706414,0.706414,14.489151,14.489151,14.489151,14.489151,14.489151,14.489151,14.489151,14.489151,0.706409,0.706409,0.706409,0.706409,14.489097,14.489097,14.489097,14.489097,14.489097,14.489097,14.489097,14.489097,
1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.706385,0.706385,0.706385,0.706385,14.488807,14.488807,14.488807,14.488807,14.488807,14.488807,14.488807,14.488807,0.706381,0.706381,0.706381,0.706381,14.488751,14.488751,14.488751,14.488751,14.488751,14.488751,14.488751,14.488751,
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.125000,1.125000,0.729516,0.729516,0.729516,0.729516,14.763128,14.763128,13.768048,13.768048,14.763128,14.763128,13.768048,13.768048,0.729512,0.729512,0.729512,0.729512,14.763076,14.763076,13.767997,13.767998,14.763076,14.763076,13.767997,13.767998,
1.000000,0.900000,0.900000,1.000000,0.900000,1.000000,1.000000,0.900000,1.000000,1.000000,1.125000,1.125000,0.729501,0.729501,0.729501,0.729501,14.762954,14.762954,13.767878,13.767878,14.762954,14.762954,13.767878,13.767878,0.729496,0.729498,0.729496,0.729498,14.762886,14.762916,13.767811,13.767841,14.762886,14.762916,13.767811,13.767841,
1.000000,0.800000,0.800000,1.000000,0.800000,1.000000,1.000000,0.800000,1.000000,1.000000,1.125000,1.125000,0.729403,0.729403,0.729403,0.729403,14.761798,14.761798,13.766747,13.766747,14.761798,14.761798,13.766747,13.766747,0.729373,0.729406,0.729373,0.729406,14.761447,14.761834,13.766403,13.766782,14.761447,14.761834,13.766403,13.766782,
1.000000,0.700000,0.700000,1.000000,0.700000,1.000000,1.000000,0.700000,1.000000,1.000000,1.125000,1.125000,0.729355,0.729355,0.729355,0.729355,14.761244,14.761244,13.766205,13.766205,14.761244,14.761244,13.766205,13.766205,0.729016,0.729534,0.729016,0.729534,14.757273,14.763331,13.762320,13.768248,14.757273,14.763331,13.762320,13.768248,
1.000000,0.600000,0.600000,1.000000,0.600000,1.000000,1.000000,0.600000,1.000000,1.000000,1.125000,1.125000,0.729204,0.729204,0.729204,0.729204,14.759475,14.759475,13.764475,13.764475,14.759475,14.759475,13.764475,13.764475,0.728375,0.729811,0.728375,0.729811,14.749769,14.766579,13.754978,13.771425,14.749769,14.766579,13.754978,13.771425,
1.000000,0.500000,0.500000,1.000000,0.500000,1.000000,1.000000,0.500000,1.000000,1.000000,1.125000,1.125000,0.728753,0.728753,0.728753,0.728753,14.754188,14.754188,13.759302,13.759302,14.754188,14.754188,13.759302,13.759302,0.727194,0.730065,0.727194,0.730065,14.735918,14.769545,13.741427,13.774327,14.735918,14.769545,13.741427,13.774327,
1.000000,0.400000,0.400000,1.000000,0.400000,1.000000,1.000000,0.400000,1.000000,1.000000,1.125000,1.125000,0.728072,0.728072,0.728072,0.728072,14.746214,14.746214,13.751500,13.751500,14.746214,14.746214,13.751500,13.751500,0.725424,0.730452,0.725424,0.730452,14.715132,14.774069,13.721095,13.778754,14.715132,14.774069,13.721095,13.778754,
1.000000,0.300000,0.300000,1.000000,0.300000,1.000000,1.000000,0.300000,1.000000,1.000000,1.125000,1.125000,0.727615,0.727615,0.727615,0.727615,14.740857,14.740857,13.746259,13.746259,14.740857,14.740857,13.746259,13.746259,0.723416,0.731554,0.723416,0.731554,14.691502,14.786944,13.697983,13.791353,14.691502,14.786944,13.697983,13.791353,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,1.000000,1.000000,1.125000,1.125000,0.727388,0.727388,0.727388,0.727388,14.738196,14.738196,13.743655,13.743655,14.738196,14.738196,13.743655,13.743655,0.720971,0.733593,0.720971,0.733593,14.662643,14.810716,13.669762,13.814619,14.662643,14.810716,13.669762,13.814619,
1.000000,0.100000,0.100000,1.000000,0.100000,1.000000,1.000000,0.100000,1.000000,1.000000,1.125000,1.125000,0.727234,0.727234,0.727234,0.727234,14.736393,14.736393,13.741892,13.741892,14.736393,14.736393,13.741892,13.741892,0.717707,0.736657,0.717707,0.736657,14.624004,14.846336,13.631985,13.849486,14.624004,14.846336,13.631985,13.849486,
1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.125000,1.125000,0.727233,0.727233,0.727233,0.727233,14.736372,14.736372,13.741872,13.741872,14.736372,14.736372,13.741872,13.741872,0.713776,0.740682,0.713776,0.740682,14.577265,14.892942,13.586303,13.895121,14.577265,14.892942,13.586303,13.895121,
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.250000,1.250000,0.748440,0.748440,0.748440,0.748440,14.982161,14.982161,13.107930,13.107930,14.982161,14.982161,13.107930,13.107930,0.748436,0.748436,0.748436,0.748436,14.982110,14.982110,13.107881,13.107881,14.982110,14.982110,13.107881,13.107881,
1.000000,0.900000,0.900000,1.000000,0.900000,1.000000,1.000000,0.900000,1.000000,1.000000,1.250000,1.250000,0.748398,0.748398,0.748398,0.748398,14.981669,14.981669,13.107459,13.107459,14.981669,14.981669,13.107459,13.107459,0.748390,0.748395,0.748390,0.748395,14.981588,14.981642,13.107381,13.107433,14.981588,14.981642,13.107381,13.107433,
1.000000,0.800000,0.800000,1.000000,0.800000,1.000000,1.000000,0.800000,1.000000,1.000000,1.250000,1.250000,0.748315,0.748315,0.748315,0.748315,14.980719,14.980719,13.106549,13.106549,14.980719,14.980719,13.106549,13.106549,0.748101,0.748397,0.748101,0.748397,14.978276,14.981665,13.104212,13.107455,14.978276,14.981665,13.104212,13.107455,
1.000000,0.700000,0.700000,1.000000,0.700000,1.000000,1.000000,0.700000,1.000000,1.000000,1.250000,1.250000,0.748115,0.748115,0.748115,0.748115,14.978436,14.978436,13.104365,13.104365,14.978436,14.978436,13.104365,13.104365,0.747323,0.748684,0.747323,0.748684,14.969365,14.984945,13.095687,13.110593,14.969365,14.984945,13.095687,13.110593,
1.000000,0.600000,0.600000,1.000000,0.600000,1.000000,1.000000,0.600000,1.000000,1.000000,1.250000,1.250000,0.747635,0.747635,0.747635,0.747635,14.972934,14.972934,13.099102,13.099102,14.972934,14.972934,13.099102,13.099102,0.745917,0.749096,0.745917,0.749096,14.953232,14.989661,13.080255,13.115106,14.953232,14.989661,13.080255,13.115106,
1.000000,0.500000,0.500000,1.000000,0.500000,1.000000,1.000000,0.500000,1.000000,1.000000,1.250000,1.250000,0.747044,0.747044,0.747044,0.747044,14.966162,14.966162,13.092622,13.092622,14.966162,14.966162,13.092622,13.092622,0.743916,0.749917,0.743916,0.749917,14.930231,14.999050,13.058258,13.124091,14.930231,14.999050,13.058258,13.124091,
1.000000,0.400000,0.400000,1.000000,0.400000,1.000000,1.000000,0.400000,1.000000,1.000000,1.250000,1.250000,0.746584,0.746584,0.746584,0.746584,14.960886,14.960886,13.087575,13.087575,14.960886,14.960886,13.087575,13.087575,0.741357,0.751551,0.741357,0.751551,14.900730,15.017713,13.030054,13.141954,14.900730,15.017713,13.030054,13.141954,
1.000000,0.300000,0.300000,1.000000,0.300000,1.000000,1.000000,0.300000,1.000000,1.000000,1.250000,1.250000,0.746304,0.746304,0.746304,0.746304,14.957675,14.957675,13.084504,13.084504,14.957675,14.957675,13.084504,13.084504,0.738083,0.754365,0.738083,0.754365,14.862873,15.049764,12.993877,13.172641,14.862873,15.049764,12.993877,13.172641,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,1.000000,1.000000,1.250000,1.250000,0.746181,0.746181,0.746181,0.746181,14.956258,14.956258,13.083149,13.083149,14.956258,14.956258,13.083149,13.083149,0.733687,0.758735,0.733687,0.758735,14.811809,15.099334,12.945107,13.220125,14.811809,15.099334,12.945107,13.220125,
1.000000,0.100000,0.100000,1.000000,0.100000,1.000000,1.000000,0.100000,1.000000,1.000000,1.250000,1.250000,0.746118,0.746118,0.746118,0.746118,14.955539,14.955539,13.082462,13.082462,14.955539,14.955539,13.082462,13.082462,0.727678,0.765066,0.727678,0.765066,14.741601,15.170713,12.878103,13.288552,14.741601,15.170713,12.878103,13.288552,
1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.250000,1.250000,0.746139,0.746139,0.746139,0.746139,14.955780,14.955780,13.082691,13.082691,14.955780,14.955780,13.082691,13.082691,0.720240,0.773006,0.720240,0.773006,14.654002,15.259514,12.794584,13.373767,14.654002,15.259514,12.794584,13.373767,
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.375000,1.375000,0.765650,0.765650,0.765650,0.765650,15.177269,15.177269,12.518508,12.518508,15.177269,15.177269,12.518508,12.518508,0.765645,0.765645,0.765645,0.765645,15.177217,15.177217,12.518459,12.518460,15.177217,15.177217,12.518459,12.518460,
1.000000,0.900000,0.900000,1.000000,0.900000,1.000000,1.000000,0.900000,1.000000,1.000000,1.375000,1.375000,0.765498,0.765498,0.765498,0.765498,15.175566,15.175566,12.516915,12.516915,15.175566,15.175566,12.516915,12.516915,0.765490,0.765497,0.765490,0.765497,15.175478,15.175552,12.516833,12.516902,15.175478,15.175552,12.516833,12.516902,
1.000000,0.800000,0.800000,1.000000,0.800000,1.000000,1.000000,0.800000,1.000000,1.000000,1.375000,1.375000,0.765307,0.765307,0.765307,0.765307,15.173423,15.173423,12.514910,12.514910,15.173423,15.173423,12.514910,12.514910,0.764922,0.765507,0.764922,0.765507,15.169094,15.175664,12.510861,12.517007,15.169094,15.175664,12.510861,12.517007,
1.000000,0.700000,0.700000,1.000000,0.700000,1.000000,1.000000,0.700000,1.000000,1.000000,1.375000,1.375000,0.764900,0.764900,0.764900,0.764900,15.168846,15.168846,12.510630,12.510630,15.168846,15.168846,12.510630,12.510630,0.763692,0.765868,0.763692,0.765868,15.155267,15.179715,12.497931,12.520796,15.155267,15.179715,12.497931,12.520796,
1.000000,0.600000,0.600000,1.000000,0.600000,1.000000,1.000000,0.600000,1.000000,1.000000,1.375000,1.375000,0.764534,0.764534,0.764534,0.764534,15.164733,15.164733,12.506782,12.506782,15.164733,15.164733,12.506782,12.506782,0.761976,0.766818,0.761976,0.766818,15.135936,15.190373,12.479857,12.530768,15.135936,15.190373,12.479857,12.530768,
1.000000,0.500000,0.500000,1.000000,0.500000,1.000000,1.000000,0.500000,1.000000,1.000000,1.375000,1.375000,0.763971,0.763971,0.763971,0.763971,15.158405,15.158405,12.500865,12.500865,15.158405,15.158405,12.500865,12.500865,0.759322,0.768300,0.759322,0.768300,15.105972,15.206974,12.451855,12.546302,15.105972,15.206974,12.451855,12.546302,
1.000000,0.400000,0.400000,1.000000,0.400000,1.000000,1.000000,0.400000,1.000000,1.000000,1.375000,1.375000,0.763635,0.763635,0.763635,0.763635,15.154622,15.154622,12.497327,12.497327,15.154622,15.154622,12.497327,12.497327,0.755957,0.771077,0.755957,0.771077,15.067845,15.238017,12.416247,12.575365,15.067845,15.238017,12.416247,12.575365,
1.000000,0.300000,0.300000,1.000000,0.300000,1.000000,1.000000,0.300000,1.000000,1.000000,1.375000,1.375000,0.763416,0.763416,0.763416,0.763416,15.152155,15.152155,12.495020,12.495020,15.152155,15.152155,12.495020,12.495020,0.751399,0.775456,0.751399,0.775456,15.015974,15.286755,12.367840,12.621026,15.015974,15.286755,12.367840,12.621026,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,1.000000,1.000000,1.375000,1.375000,0.763303,0.763303,0.763303,0.763303,15.150884,15.150884,12.493832,12.493832,15.150884,15.150884,12.493832,12.493832,0.745102,0.782005,0.745102,0.782005,14.943861,15.359202,12.300616,12.688971,14.943861,15.359202,12.300616,12.688971,
1.000000,0.100000,0.100000,1.000000,0.100000,1.000000,1.000000,0.100000,1.000000,1.000000,1.375000,1.375000,0.763583,0.763583,0.763583,0.763583,15.154036,15.154036,12.496779,12.496779,15.154036,15.154036,12.496779,12.496779,0.736810,0.791870,0.736810,0.791870,14.848108,15.467332,12.211488,12.790544,14.848108,15.467332,12.211488,12.790544,
1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.375000,1.375000,0.763449,0.763449,0.763449,0.763449,15.152526,15.152526,12.495367,12.495367,15.152526,15.152526,12.495367,12.495367,0.726053,0.803514,0.726053,0.803514,14.722521,15.593439,12.094817,12.909251,14.722521,15.593439,12.094817,12.909251,
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.500000,1.500000,0.781296,0.781296,0.781296,0.781296,15.351386,15.351386,11.986766,11.986766,15.351386,15.351386,11.986766,11.986766,0.781291,0.781292,0.781291,0.781292,15.351334,15.351335,11.986719,11.986720,15.351334,15.351335,11.986719,11.986720,
